,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
47466,,31494,7856,IC 0200,33.07,,41.1,Tully-Fisher,1980ApJ...239...12A,,,95.0,,0,
47502,,31523,7868,ESO 052- G 020,33.63,,53.2,Tully-Fisher,2004ApJ...607..241R,,,,,24,B
47503,R,31524,7868,ESO 052- G 020,34.0,,63.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
47504,R,31525,7868,ESO 052- G 020,34.0,,63.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
47505,R,31526,7868,ESO 052- G 020,34.0,,63.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,"B, Hubble-type-TF"
47507,R,31528,7868,ESO 052- G 020,34.0,,63.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
47509,R,31530,7868,ESO 052- G 020,34.0,,63.2,Tully-Fisher,2005Ap&SS.299..405R,,,,,25,"B, Hubble-type-TF"
47510,R,31531,7868,ESO 052- G 020,34.25,,70.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
47550,,31558,7877,UGC 01578,34.86,,93.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
47551,,31559,7877,UGC 01578,34.87,,94.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
47552,,31560,7877,UGC 01578,34.87,,94.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
47553,,31561,7877,UGC 01578,34.92,,96.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
47625,,31620,7897,ESO 197- G 024,34.56,,81.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
47626,,31621,7897,ESO 197- G 024,34.57,,82.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
47627,,31622,7897,ESO 197- G 024,34.58,,82.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
47628,,31623,7897,ESO 197- G 024,34.62,,84.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
47681,,31658,7907,FGC 0242,33.75,,56.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
47682,,31659,7907,FGC 0242,33.78,,57.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
47683,,31660,7907,FGC 0242,33.79,,57.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
47684,,31661,7907,FGC 0242,33.86,,59.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
47686,,31663,7908,FGC 0243,35.34,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
47687,,31664,7908,FGC 0243,35.36,,118.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
47688,,31665,7908,FGC 0243,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
47689,,31666,7908,FGC 0243,35.42,,121.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
47698,,31674,7912,UGC 01600,35.3,,115.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
47699,,31675,7912,UGC 01600,35.3,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
47700,,31676,7912,UGC 01600,35.3,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
47701,,31677,7912,UGC 01600,35.31,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
47817,,31758,7949,FGC 0245,34.54,,80.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
47837,,31772,7956,UGC 01602,33.78,,56.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
47838,,31773,7956,UGC 01602,33.78,,57.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
47839,,31774,7956,UGC 01602,33.79,,57.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48189,,32035,8056,UGC 01642,34.65,,85.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48190,,32036,8056,UGC 01642,34.66,,85.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48191,,32037,8056,UGC 01642,34.67,,85.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48244,R,32073,8064,ESO 478- G 006,34.1,,66.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
48249,R,32078,8064,ESO 478- G 006,34.41,,76.2,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
48260,,32087,8072,UGC 01650,33.71,,55.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
48261,,32088,8072,UGC 01650,33.78,,57.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48262,,32089,8072,UGC 01650,33.79,,57.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48263,,32090,8072,UGC 01650,33.8,,57.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48294,,32117,8081,FGC 0250,35.85,,148.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48295,,32118,8081,FGC 0250,35.87,,149.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48296,,32119,8081,FGC 0250,35.9,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48446,,32223,8122,UGC 01656,32.91,,38.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48447,,32224,8122,UGC 01656,32.93,,38.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48448,,32225,8122,UGC 01656,32.93,,38.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48506,,32275,8135,FGC 0252,34.68,,86.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48507,,32276,8135,FGC 0252,34.69,,86.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48508,,32277,8135,FGC 0252,34.71,,87.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48582,,32327,8158,ESO 478- G 011,34.27,,71.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
48583,,32328,8158,ESO 478- G 011,34.36,,74.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48584,,32329,8158,ESO 478- G 011,34.37,,75.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48585,,32330,8158,ESO 478- G 011,34.38,,75.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48719,,32427,8178,UGC 01677,32.92,,38.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48720,,32428,8178,UGC 01677,32.95,,38.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48721,,32429,8178,UGC 01677,32.96,,39.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48722,,32430,8178,UGC 01677,33.02,,40.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
48821,,32500,8199,UGC 01683,35.44,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48822,,32501,8199,UGC 01683,35.45,,123.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
48823,,32502,8199,UGC 01683,35.46,,123.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48824,,32503,8199,UGC 01683,35.47,,124.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48831,,32508,8202,FGC 0255,34.87,,94.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48832,,32509,8202,FGC 0255,34.89,,95.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
48833,,32510,8202,FGC 0255,34.9,,95.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48834,,32511,8202,FGC 0255,34.94,,97.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
48892,,32566,8225,KUG 0209-067,34.13,,67.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
48893,,32567,8225,KUG 0209-067,34.13,,67.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
48894,,32568,8225,KUG 0209-067,34.15,,67.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49086,,32724,8310,ESO 053- G 002,34.01,,63.4,Tully-Fisher,2004ApJ...607..241R,,,,,24,"B, Hubble-type-TF"
49087,R,32725,8310,ESO 053- G 002,34.01,,63.4,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
49088,R,32726,8310,ESO 053- G 002,34.01,,63.4,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
49090,,32728,8310,ESO 053- G 002,34.21,,69.5,Tully-Fisher,2004ApJ...607..241R,,,,,24,B
49091,,32729,8310,ESO 053- G 002,34.21,,69.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49092,,32730,8310,ESO 053- G 002,34.23,,70.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49093,,32731,8310,ESO 053- G 002,34.26,,71.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49094,,32732,8310,ESO 053- G 002,34.27,,71.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49146,,32778,8329,UGC 01714,33.32,,46.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49147,,32779,8329,UGC 01714,33.33,,46.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49148,,32780,8329,UGC 01714,33.33,,46.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49149,,32781,8329,UGC 01714,33.41,,48.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49255,,32864,8372,NGC 0863,34.7,,87.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
49390,,32960,8411,UGC 01733,34.05,,64.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49391,,32961,8411,UGC 01733,34.06,,64.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49392,,32962,8411,UGC 01733,34.07,,65.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49394,,32964,8411,UGC 01733,34.12,,66.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49398,,32968,8412,UGC 01732,35.5,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49399,,32969,8412,UGC 01732,35.51,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49400,,32970,8412,UGC 01732,35.53,,128.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49401,,32971,8412,UGC 01732,35.54,,128.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49420,,32990,8415,NGC 0864,30.61,,13.2,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
49678,,33180,8471,NGC 0871,32.24,,28.1,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
49689,,33191,8472,FGC 0271,35.48,,125.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49690,,33192,8472,FGC 0271,35.51,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49691,,33193,8472,FGC 0271,35.52,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49692,,33194,8472,FGC 0271,35.57,,130.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49716,,33211,8484,MCG -02-06-050,34.39,,75.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49717,,33212,8484,MCG -02-06-050,34.4,,76.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49718,,33213,8484,MCG -02-06-050,34.42,,76.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49719,,33214,8484,MCG -02-06-050,34.47,,78.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49739,,33226,8492,KUG 0215-070,32.6,,33.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49740,,33227,8492,KUG 0215-070,32.63,,33.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49741,,33228,8492,KUG 0215-070,32.64,,33.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
49742,,33229,8492,KUG 0215-070,32.72,,34.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
49759,,33246,8497,NGC 0876,32.72,,35.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
49771,R,33257,8499,ESO 030- G 014,33.96,,61.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
49774,R,33260,8499,ESO 030- G 014,34.11,,66.4,Tully-Fisher,2005Ap&SS.299..405R,,,,,25,"B, Hubble-type-TF"
49775,R,33261,8499,ESO 030- G 014,34.12,,66.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
49776,R,33262,8499,ESO 030- G 014,34.12,,66.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
49777,R,33263,8499,ESO 030- G 014,34.12,,66.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
49781,,33267,8503,NGC 0877,32.84,,37.0,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
49782,,33268,8503,NGC 0877,32.89,,37.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
49784,,33270,8503,NGC 0877,32.99,,39.6,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
49785,,33271,8503,NGC 0877,33.2,,43.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
49838,,33308,8514,UGC 01773,32.58,,32.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
49839,,33309,8514,UGC 01773,32.61,,33.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
49840,,33310,8514,UGC 01773,32.62,,33.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50117,,33508,8582,FGC 0277,34.63,,84.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50118,,33509,8582,FGC 0277,34.64,,84.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50119,,33510,8582,FGC 0277,34.64,,84.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50120,,33511,8582,FGC 0277,34.65,,85.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50208,,33583,8603,UGC 01803,31.74,,22.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50209,,33584,8603,UGC 01803,31.75,,22.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50210,,33585,8603,UGC 01803,31.76,,22.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50257,,33614,8620,ESO 081- G 007,32.15,,26.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50335,,33679,8640,UGC 01817,34.15,,67.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50336,,33680,8640,UGC 01817,34.15,,67.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50337,,33681,8640,UGC 01817,34.15,,67.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50338,,33682,8640,UGC 01817,34.21,,69.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50358,,33702,8644,NGC 0895,31.75,,22.4,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
50373,,33717,8645,FGC 0282,33.9,,60.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50374,,33718,8645,FGC 0282,33.91,,60.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50375,,33719,8645,FGC 0282,33.93,,61.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50376,,33720,8645,FGC 0282,33.97,,62.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50386,,33726,8650,UGC 01820,32.84,,37.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50387,,33727,8650,UGC 01820,32.85,,37.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50388,,33728,8650,UGC 01820,32.86,,37.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50389,,33729,8650,UGC 01820,32.89,,37.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50415,,33752,8655,UGC 01822,34.33,,73.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50416,,33753,8655,UGC 01822,34.35,,74.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50417,,33754,8655,UGC 01822,34.37,,74.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50418,,33755,8655,UGC 01822,34.39,,75.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50475,,33807,8681,UGC 01839,31.91,,24.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50476,,33808,8681,UGC 01839,31.96,,24.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50477,,33809,8681,UGC 01839,31.98,,24.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50478,,33810,8681,UGC 01839,31.98,,24.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50495,,33827,8682,NGC 0891,29.63,,8.43,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,"GClstr NGC 1023 GROUP BCG 2 of 2, B"
50506,,33838,8682,NGC 0891,30.27,,11.3,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,"GClstr NGC 1023 GROUP BCG 2 of 2, CO"
50507,,33839,8682,NGC 0891,30.27,,11.3,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,"GClstr NGC 1023 GROUP BCG 2 of 2, HI"
50511,R,33843,8682,NGC 0891,30.79,,14.4,Tully-Fisher,2006sf2a.conf..365V,,,,,26,"GClstr NGC 1023 GROUP BCG 2 of 2, LEDA [April 2006]"
50528,,33858,8690,IC 0221,33.38,,47.4,Tully-Fisher,1980ApJ...239...12A,,,95.0,,0,
50556,,33883,8697,FGC 0284,34.39,,75.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50557,,33884,8697,FGC 0284,34.39,,75.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50558,,33885,8697,FGC 0284,34.4,,76.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50559,,33886,8697,FGC 0284,34.41,,76.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
50595,,33915,8711,NGC 0908,30.25,,11.2,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
50618,R,33938,8711,NGC 0908,31.29,,18.1,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
50986,,34170,8780,UGC 01856,33.04,,40.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
50987,,34171,8780,UGC 01856,33.05,,40.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
50988,,34172,8780,UGC 01856,33.05,,40.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
50989,,34173,8780,UGC 01856,33.18,,43.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
51033,,34199,8790,FGC 0288,34.09,,65.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
51034,,34200,8790,FGC 0288,34.13,,67.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
51035,,34201,8790,FGC 0288,34.13,,67.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
51036,,34202,8790,FGC 0288,34.15,,67.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
51051,,34211,8794,ESO 545- G 013,34.44,,77.3,Tully-Fisher,2004ApJ...607..241R,,,,,24,B
51052,,34212,8794,ESO 545- G 013,34.69,,86.7,Tully-Fisher,2004ApJ...607..241R,,,,,24,"B, Hubble-type-TF"
51053,R,34213,8794,ESO 545- G 013,34.69,,86.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
51054,R,34214,8794,ESO 545- G 013,34.69,,86.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
51055,R,34215,8794,ESO 545- G 013,34.69,,86.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
51058,R,34218,8794,ESO 545- G 013,34.71,,87.5,Tully-Fisher,2005Ap&SS.299..405R,,,,,25,"B, Hubble-type-TF"
51059,R,34219,8794,ESO 545- G 013,34.81,,91.6,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
51216,,34311,8819,UGC 01870,36.33,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
51217,,34312,8819,UGC 01870,36.34,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
51218,,34313,8819,UGC 01870,36.34,,186.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
51219,,34314,8819,UGC 01870,36.5,,199.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
51245,,34333,8823,NGC 0922,32.22,,27.8,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
51247,,34335,8823,NGC 0922,32.39,,30.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
51248,,34336,8823,NGC 0922,32.68,,34.4,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,B
51249,,34337,8823,NGC 0922,32.74,,35.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
51250,,34338,8823,NGC 0922,32.86,,37.3,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Mean of B mag and Diameter TF relation
51251,,34339,8823,NGC 0922,33.21,,43.9,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
51343,,34389,8841,UGC 01867,33.6,,52.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
51344,,34390,8841,UGC 01867,33.65,,53.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
51345,,34391,8841,UGC 01867,33.66,,53.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
51346,,34392,8841,UGC 01867,33.66,,53.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
51355,,34399,8843,NGC 0906,33.74,,56.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
51809,,34706,8938,UGCA 032,30.88,,15.0,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
51844,,34732,8941,UGC 01898,35.9,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
51845,,34733,8941,UGC 01898,35.9,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
51846,,34734,8941,UGC 01898,35.9,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
51850,,34738,8941,UGC 01898,36.05,,163.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
52110,,34893,8982,FGC 0295,34.05,,64.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
52111,,34894,8982,FGC 0295,34.06,,65.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
52112,,34895,8982,FGC 0295,34.06,,65.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
52113,,34896,8982,FGC 0295,34.12,,66.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
52133,,34908,8987,ESO 545- G 018,34.81,,91.6,Tully-Fisher,2004ApJ...607..241R,,,,,24,"B, Hubble-type-TF"
52134,R,34909,8987,ESO 545- G 018,34.81,,91.6,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
52135,R,34910,8987,ESO 545- G 018,34.81,,91.6,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
52136,,34911,8987,ESO 545- G 018,35.01,,100.0,Tully-Fisher,2004ApJ...607..241R,,,,,24,B
52219,,34982,8997,NGC 0925,28.87,,5.94,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
52229,R,34992,8997,NGC 0925,29.22,,6.98,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
52455,,35136,9030,UGC 01924,30.63,,13.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
52456,,35137,9030,UGC 01924,30.67,,13.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
52457,,35138,9030,UGC 01924,30.67,,13.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
52458,,35139,9030,UGC 01924,30.77,,14.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
52702,,35295,9080,UGC 01946,33.42,,48.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
52703,,35296,9080,UGC 01946,33.42,,48.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
52704,,35297,9080,UGC 01946,33.42,,48.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
52705,,35298,9080,UGC 01946,33.51,,50.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
52713,,35306,9081,NGC 0941,30.74,,14.1,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
52762,R,35339,9086,NGC 0947,33.58,,52.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
52768,R,35345,9086,NGC 0947,33.81,,57.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
52839,R,35393,9102,NGC 0954,33.72,,55.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
52840,R,35394,9102,NGC 0954,33.81,,57.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
53141,,35589,9155,UGC 01970,33.17,,43.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
53142,,35590,9155,UGC 01970,33.18,,43.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
